OriginalSalePrice,PredictedSalePrice
277000,255268
256000,214960
140000,145607
140000,129697
126500,117165
150000,187311
185900,173349
91500,109928
169985,187430
129500,134373
137500,175806
154900,106880
112000,111183
134900,142162
111250,110248
106500,92122
324000,275674
160500,153407
150000,179835
144000,155432
98000,101744
166800,186629
327000,319269
212500,204279
140000,140134
91000,66139
147000,148313
115000,95608
330000,219855
131000,124366
285000,290215
181000,213512
196000,224956
128000,105589
394617,356679
85000,92610
63000,69869
136500,130063
140000,139731
320000,296662
84900,95715
260000,269022
132250,124443
127500,162680
235000,233107
177000,151786
356000,352901
61000,54137
142600,142630
178000,163890
115000,92186
145000,156053
185000,178535
174000,159975
160500,163287
122900,105400
98000,81655
150000,170964
193000,192857
168000,161809
302000,314301
178000,186327
332000,342517
293200,283797
147000,136050
137500,124380
138000,142310
252000,252322
120875,123886
409900,342464
120000,110140
500000,452600
172500,174791
137500,122390
193000,215269
535000,420806
230000,172859
119000,129207
149900,164992
190000,175979
180000,254957
128000,105735
128500,122303
115000,132024
152000,131487
217000,218114
148800,157268
181000,178248
556581,369711
177500,167002
127000,112947
145000,138349
296000,309399
214000,237621
236500,242693
173000,175293
113000,112638
127500,132553
133000,137005
287602,246756
121000,121190
219500,196102
113000,104720
192000,194097
100000,129784
95541,111077
112500,115837
156000,145197
83500,78401
290000,283287
176000,198127
210400,193998
153000,169080
221000,194651
187000,148848
89000,80066
186500,204854
164000,157120
80000,123715
134000,121545
120500,112931
137000,122842
176000,184871
161000,170529
125000,123891
182000,194813
292500,328761
144750,153790
185000,249235
329900,318242
153337,177460
394432,347800
305900,321199
200000,235124
112500,106141
263000,235539
154000,204508
188000,200117
375000,323385
119000,105731
206900,209575
110500,113661
266500,255963
183900,177870
183500,174845
178400,226036
79275,97100
130500,116671
157000,178023
143000,129994
134900,127987
204000,238979
146500,143581
302000,318333
163000,149588
89500,126513
188700,158705
257500,257267
340000,278399
252000,248255
179900,167875
192000,200844
421250,353195
275500,295613
277500,296136
128000,121210
197000,176893
177500,160965
119916,99865
154000,145869
260000,258114
156500,155435
215000,203049
67000,40034
336820,297098
127000,118001
151500,173715
155891,104028
164990,195154
275000,244086
122500,123686
410000,375241
192140,191271
315000,315627
235000,200480
132000,126206
128900,122629
118500,121212
245700,253702
256000,266272
122250,183530
263400,228619
183000,177263
297900,282813
136905,153857
118000,116950
133900,134333
151000,160129
145900,181004
137500,114372
213250,223248
198000,217774
140000,161770
68104,17246
180400,158252
320000,320336
177000,193667
402861,373794
173000,187677
149900,154670
55000,54373
85000,83806
160000,156792
202500,163843
137000,113912
110000,90796
300000,271336
360000,286211
180500,207106
113700,117054
35311,29144
160000,164008
104000,137414
306000,302297
73000,71292
125000,109436
235000,295628
215000,209671
129850,131775
195000,189869
290000,310197
213750,210154
108000,106232
146300,146786
173000,153582
239000,253336
193000,206899
137000,142030
235000,234001
333168,298329
128000,108929
124100,116567
152000,136481
129500,119240
315000,319137
538000,448033
243000,219557
255900,257128
150500,169506
167000,179394
315000,255838
206000,222525
201000,209680
142000,133279
272000,274655
102776,92467
185000,208310
239900,229865
64000,67942
173000,185943
260000,298213
164000,160392
159000,183457
145500,154813
134500,120924
128500,115191
61500,49748
96000,85339
257000,270723
147983,158736
141500,180244
195000,218138
248000,241858
132000,125136
139950,125927
199000,213161
115500,104651
275500,265921
161750,156104
142000,140383
239000,297191
185000,192087
95000,101363
315000,311342
159000,145671
131000,125143
137000,165409
164700,163588
106500,89454
153000,171106
290000,295384
271000,266375
245500,245850
147500,169755
203000,207560
238500,235834
139000,145233
230000,245864
255000,254812
153000,163212
213490,194609
123000,124001
161500,165508
175000,220488
158000,200460
349265,337122
99800,80740
163000,165440
64500,81709
178900,195487
229456,238405
119000,93059
240000,200695
328900,261438
154000,205302
190000,176543
325000,300401
300000,295844
237000,246008
200000,162472
325000,323468
193000,179085
143450,121774
200100,161550
93850,102509
259500,224855
155000,137545
151500,149390
141500,141682
146000,171272
373000,358162
125900,113645
156000,149914
113000,110003
176485,193558
135000,117141
109500,106367
135000,146335
185000,179717
204750,204437
63900,22899
82500,100367
192000,218868
109500,94198
