OriginalSalePrice,PredictedSalePrice
201000,199598
112900,106747
124000,137758
287000,273115
72500,47506
174500,169677
250580,202562
244600,240869
130000,137582
139000,143847
151400,207089
121500,184324
279900,272305
160000,162207
208900,187451
89500,129873
320000,273659
286000,290383
102000,103896
190550,198408
163500,159891
80000,87557
193800,213458
225000,235211
128500,147822
211000,234294
221370,197539
165000,126924
248500,254410
65000,74179
147500,147675
290000,287659
150000,159593
132000,159162
241500,235482
185900,201063
158000,156943
148000,158107
239500,242569
135000,166295
140000,145944
144000,141855
188000,174248
119900,128405
123000,115637
123600,123571
160000,184108
189000,202239
155000,148614
221500,228648
253000,254690
149500,161792
139900,137816
135000,129436
87500,117902
173000,176373
110500,138212
188500,194236
132500,129573
141000,118421
745000,505804
207000,221386
156932,171528
195400,198855
193000,216816
270000,267106
372000,330787
168000,156693
230000,227760
235000,234653
156500,167079
127000,119383
241600,229359
163000,143000
179900,161110
277000,255266
256000,220177
140000,144912
140000,131698
126500,120354
150000,186818
185900,171939
91500,114204
169985,186490
129500,136432
137500,175967
154900,111719
112000,111740
134900,142243
111250,113526
106500,95299
324000,276729
160500,156137
150000,173964
144000,156675
98000,95303
166800,186265
327000,319937
212500,205237
140000,140487
91000,62656
147000,142990
115000,95882
330000,215754
131000,125724
285000,291185
181000,212746
196000,224568
128000,100866
394617,356938
85000,96599
63000,72169
136500,131354
140000,141219
320000,295621
84900,96816
260000,268551
132250,124444
127500,164348
235000,227591
177000,153012
356000,352984
61000,48753
142600,140663
178000,165677
115000,90424
145000,162046
185000,178765
174000,160380
160500,165514
122900,106065
98000,78543
150000,171578
193000,194094
168000,165486
302000,311163
178000,184422
332000,341359
293200,283410
147000,132651
137500,123643
138000,139961
252000,251529
120875,122164
409900,344495
120000,112992
500000,451919
172500,174917
137500,120774
193000,215555
535000,419662
230000,176779
119000,126096
149900,164304
190000,172799
180000,252212
128000,108464
128500,121325
115000,134623
152000,131654
217000,217208
148800,156127
181000,178123
556581,373717
177500,167961
127000,114494
145000,138339
296000,313525
214000,237319
236500,242083
173000,175491
113000,108733
127500,137385
133000,140388
287602,246517
121000,122875
219500,196736
113000,106236
192000,196955
100000,121735
95541,114968
112500,118535
156000,145246
83500,77024
290000,285943
176000,195384
210400,193066
153000,169718
221000,193702
187000,149461
89000,86973
186500,203212
164000,157691
80000,131355
134000,118457
120500,108082
137000,122635
176000,185746
161000,173921
125000,121383
182000,200099
292500,333394
144750,151111
185000,243309
329900,322527
153337,174888
394432,347762
305900,320738
200000,233843
112500,106329
263000,236889
154000,203170
188000,197596
375000,325660
119000,104283
206900,208864
110500,112303
266500,257179
183900,177944
183500,175532
178400,223594
79275,96040
130500,118572
157000,178647
143000,131384
134900,131601
204000,239103
146500,148694
302000,316486
163000,146480
89500,129236
188700,164209
257500,258512
340000,278882
252000,250373
179900,166000
192000,200460
421250,353518
275500,296165
277500,295271
128000,124402
197000,175310
177500,162398
119916,94268
154000,145301
260000,256355
156500,150151
215000,205509
67000,39761
336820,294157
127000,120465
151500,172667
155891,103468
164990,197235
275000,245558
122500,125722
410000,379365
192140,194553
315000,316031
235000,200278
132000,121544
128900,123245
118500,122215
245700,253829
256000,268171
122250,180365
263400,227297
183000,177705
297900,284941
136905,159669
118000,112972
133900,135923
151000,159594
145900,177352
137500,111122
213250,223364
198000,215286
140000,161707
68104,10110
180400,161345
320000,321377
177000,194770
402861,370747
173000,188137
149900,155051
55000,53511
85000,79490
160000,147440
202500,173248
137000,113868
110000,89651
300000,271746
360000,288125
180500,205360
113700,115830
35311,33098
160000,165040
104000,137722
306000,303584
73000,74056
125000,109766
235000,297733
215000,213258
129850,130140
195000,190255
290000,302471
213750,208847
108000,106314
146300,143674
173000,153983
239000,256704
193000,208586
137000,141232
235000,232555
333168,297497
128000,109969
124100,116757
152000,133954
129500,119249
315000,321220
538000,448717
243000,217696
255900,257583
150500,171176
167000,183209
315000,255549
206000,218618
201000,207974
142000,134948
272000,271232
102776,96713
185000,207187
239900,225116
64000,68121
173000,189581
260000,297853
164000,162500
159000,181818
145500,155700
134500,120168
128500,110533
61500,55256
96000,83709
257000,272335
147983,157431
141500,176658
195000,219159
248000,242613
132000,127523
139950,126329
199000,211043
115500,106856
275500,264725
161750,152748
142000,140685
239000,298721
185000,190705
95000,102746
315000,316937
159000,147896
131000,123132
137000,170174
164700,164386
106500,88414
153000,172490
290000,295094
271000,266328
245500,245287
147500,165366
203000,205305
238500,234280
139000,146616
230000,246797
255000,254185
153000,162672
213490,195238
123000,122066
161500,166278
175000,223007
158000,195565
349265,341088
99800,81841
163000,163168
64500,75261
178900,194851
229456,236343
119000,95477
240000,202834
328900,260539
154000,204984
190000,176563
325000,303027
300000,297529
237000,246690
200000,160156
325000,323200
193000,180818
143450,119456
200100,164596
93850,97922
259500,225474
155000,135948
151500,165815
141500,141959
146000,172176
373000,362210
125900,112814
156000,151811
113000,108177
176485,195196
135000,116871
109500,109038
135000,147713
185000,181864
204750,202917
63900,21453
82500,101455
192000,218922
109500,95373
